year,assets,non current assets,gross block,less: accumulated depreciation,less: impairment of assets,net block,lease adjustment a/c,capital work in progress,long term investments,long term loans & advances,other non current assets,current assets,inventory,accounts receivable,short term investments,cash & bank balances,other current assets,short term loans and advances,liabilities,shareholders funds,share capital,share warrants,reserves,non current liabilities,secured loans,unsecured loans,deferred tax assets/liabilities,other long term liabilities,long term provisions,current liabilities,accounts payable,short term loans,other current liabilities,short term provisions,gross sales,less: excise duty,net sales,operating expenses,raw material,others,crude oil,material cost (%),increase/decrease in stock,other manufacturing expenses,employee cost,selling and distribution expenses,power & fuel cost,general and administration expenses,miscellaneous expenses,operating profit,other income,opm (%),interest,pbdt,depreciation and amortization,profit before taxation & exceptional items,exceptional income / expenses,profit before tax_x,provision for taxs,current income tax,deferred tax,other taxes,profit after tax,extra items,minority interest,share of associate,net profit,number of shares(crs),dividend payout ratio(%),cash from operating activity,profit before tax_y,adjustments,ocf before working capital,working capital changes,taxes paid,cash from investing activity,net fixed assets purchased,fixed assets purchased,fixed assets sold,investment purchased,investment sold,interest recieved,dividends recieved,subsidiary investments,cash from financing activity,proceeds from shares,net long term borrowings,proceeds from borrowings,repayment from borrowings,interest paid,dividend paid,net cash flow,opening cash & cash equivalents,effect of fx,closing cash & cash equivalents,net capex (est),free cash flow (est),operational ratios,quick ratio,liquid assets (crs),current liabilities (crs),current ratio,current assets (crs),interest coverage ratio,ebit (crs),interest expenses (crs),fixed asset turnover,net sales (crs),fixed assets (crs),cash conversion cycle,inventory days,days receivable,days payable,debt to equity ratio,total debt (crs),shareholders equity (crs),free cash flow/sales (%),free cash flow(est) (crs),profitability ratios,gross margin (%),op profit margin (%),operating profit (crs),net profit margin (%),net profit (crs),roce (%),capital employed (crs),return on assets (%),total assets (crs),roic (%),op profit after taxes (crs),invested capital (crs),roe (%),net profit margin (%),asset turnover ratio,equity multiplier,adjusted eps,valuation ratios,p/e,price to book,ev/ebitda,dividend yield (%)
2015.0,397785.0,268956.0,236062.0,121499.0,,114563.0,,75753.0,62058.0,29259.0,,116152.0,36551.0,4661.0,50515.0,11571.0,547.0,12307.0,397785.0,216176.0,3236.0,,212923.0,90308.0,1364.0,74863.0,12677.0,,1404.0,91301.0,54470.0,12914.0,19063.0,4854.0,329076.0,11738.0,329076.0,297474.0,255998.0,18493.0,237505.0,80.6436810949446,2247.0,7021.0,3686.0,7406.0,12299.0,2347.73,908.27,31602.0,8721.0,12.2534004302957,2367.0,37956.0,8488.0,29468.0,,29468.0,6749.0,6124.0,625.0,0.0,22719.0,0.0,,,22719.0,323.569,14.2435939436239,35285.0,29468.0,3584.0,33052.0,8315.0,-6082.0,-55998.0,-42634.0,-42720.0,86.0,-655591.0,646925.0,6584.0,250.0,-11337.0,-940.0,243.0,15755.0,20310.0,-4555.0,-3368.0,-3268.0,-21653.0,33224.0,,11571.0,42634.0,-7349.0,0.0,0.871852444113427,79601.0,91301.0,1.27218759925959,116152.0,13.4495141529362,31835.0,2367.0,1.39402360396845,329076.0,236062.0,-26.4821910038954,42.5617712300551,8.20627233623032,77.2502345701808,0.45157649322774,97620.0,216176.0,-2.23322272058734,-7349.0,0.0,19.3563189050554,12.2534004302957,40323.0,6.90387630820844,22719.0,10.38716539852,306484.0,5.71137674874618,397785.0,8.75274786167033,17820.2445364463,203596.0,10.5094922655614,6.90387630820844,0.827271013235793,1.84009788320628,34.7726,0.0,11.7466944816662,1.23461396472041,8.75237259132505,1.21256214380987
2016.0,489703.0,373418.0,282212.0,134669.0,,147543.0,,110905.0,115134.0,23551.0,32.0,92538.0,28034.0,3495.0,42116.0,6892.0,2438.0,9563.0,489703.0,253998.0,3240.0,,250732.0,110672.0,1203.0,76627.0,23747.0,,9095.0,125033.0,54521.0,14490.0,54852.0,1170.0,233158.0,18083.0,233158.0,193811.0,152769.0,13855.0,138914.0,69.3216617057961,4619.0,7141.0,4262.0,8261.0,9809.0,4502.0,714.0,39347.0,7821.0,20.230058586881,2562.0,44606.0,8590.0,36016.0,,36016.0,8632.0,7801.0,831.0,0.0,27384.0,0.0,,,27384.0,324.0376321,12.4233156054592,43447.0,36016.0,613.0,36629.0,14947.0,-8129.0,-41223.0,-19923.0,-20216.0,293.0,-668990.0,668877.0,3850.0,691.0,-24811.0,-6903.0,291.0,2598.0,7189.0,-4591.0,-4376.0,-7259.0,-4679.0,11571.0,,6892.0,19923.0,23524.0,0.0,0.515895803507874,64504.0,125033.0,0.74010861132661,92538.0,15.0577673692428,38578.0,2562.0,0.826180318342239,233158.0,282212.0,-70.2262658168503,46.914168069702,5.92447092632174,123.064904812874,0.421672611595367,107104.0,253998.0,10.0892956707469,23524.0,0.0,30.6783382942039,20.230058586881,47168.0,11.74482539737,27384.0,10.578879534922,364670.0,5.59196084157132,489703.0,10.6737463733277,23385.4311417148,219093.0,10.7811872534429,11.74482539737,0.47612124083373,1.92797974787203,41.8609,0.0,12.3671166862309,1.33345801899422,9.30446489145183,1.00454436737623
2017.0,555079.0,424032.0,297352.0,142774.0,,154578.0,,132741.0,140544.0,20914.0,21.0,106281.0,34018.0,5472.0,51906.0,1754.0,3601.0,9530.0,555079.0,288313.0,3251.0,,285042.0,113940.0,1003.0,77720.0,24766.0,,10451.0,152826.0,68161.0,22580.0,60817.0,1268.0,242025.0,23016.0,242025.0,198769.0,164250.0,164250.0,0.0,68.0946183245533,-4605.0,7831.0,4434.0,8436.0,10150.0,4310.0,763.0,43256.0,8709.0,21.4709224253693,2723.0,49242.0,8465.0,40777.0,,40777.0,9352.0,8333.0,1019.0,0.0,31425.0,0.0,,,31425.0,325.12781,11.379789080782,51450.0,40777.0,700.0,41477.0,19533.0,-9560.0,-54949.0,-28814.0,-30266.0,1452.0,-609377.0,619551.0,2153.0,271.0,-40037.0,-1639.0,696.0,-5264.0,10065.0,-15329.0,-5355.0,,-5138.0,6892.0,,1754.0,28814.0,22636.0,0.0,0.47284493476241,72263.0000000001,152826.0,0.695437949040085,106281.0,15.9750275431509,43500.0,2723.0,0.813934326992924,242025.0,297352.0,-86.9517126148342,42.7273138872854,6.17443150305047,135.85345800517,0.372671367576211,107446.0,288313.0,9.35275281479186,22636.0,0.0,31.9053816754467,21.4709224253693,51965.0,12.9841958475364,31425.0,10.8140896401021,402253.0,5.66135631144396,555079.0,11.2164268948254,26811.8590136597,239041.0,10.8996125738347,12.9841958475364,0.436019017112879,1.92526524991936,47.8757,0.0,13.6474763156316,1.48762515912631,10.2869993264697,0.833838690115221
2018.0,626478.0,474640.0,353009.0,152045.0,,200964.0,,99483.0,171945.0,28907.0,1267.0,123912.0,39568.0,10460.0,53277.0,2731.0,8999.0,8877.0,626478.0,314647.0,6335.0,,308285.0,121184.0,500.0,81096.0,27926.0,504.0,11158.0,190647.0,88675.0,15239.0,85815.0,918.0,290042.0,25315.0,290042.0,238338.0,198029.0,198029.0,0.0,69.6347425545266,-3327.0,8124.0,4740.0,7111.0,13565.0,4024.0,896.0,51704.0,8257.0,20.6732128450362,4656.0,55305.0,9580.0,45725.0,,45725.0,12113.0,8953.0,3160.0,0.0,33612.0,0.0,,,33612.0,633.4651022,11.3084647628238,62000.0,45725.0,4358.0,50083.0,20532.0,-8615.0,-59109.0,-24625.0,-24700.0,75.0,-499789.0,504318.0,2162.0,935.0,-34973.0,-1914.0,140.0,16984.0,28328.0,-11344.0,-7267.0,-3255.0,977.0,1754.0,,2731.0,24625.0,37375.0,0.0,0.442409269487587,84344.0,190647.0,0.649955152716801,123912.0,10.8206615120275,50381.0,4656.0,0.821627777195482,290042.0,353009.0,-89.91204719429,42.5848958481974,9.21999511664558,141.716938159133,0.371467072624242,116881.0,314647.0,12.8860647768254,37375.0,0.0,30.3652574454734,20.6732128450362,59961.0,11.5886664689941,33612.0,11.5597559604526,435831.0,5.36523229866013,626478.0,13.3327047561892,30964.9401421542,232248.0,10.6824473139741,11.5886664689941,0.462972362956081,1.99105028810063,52.5575,0.0,16.6385112522992,1.77755323882779,11.2306966194693,0.679655641141822
2019.0,785185.0,585004.0,365034.0,161846.0,,203188.0,,111557.0,272043.0,44335.0,1198.0,152864.0,44144.0,12110.0,59640.0,3768.0,4820.0,28382.0,785185.0,405322.0,6339.0,,398972.0,177842.0,500.0,117598.0,47317.0,504.0,11923.0,202021.0,88241.0,39097.0,73900.0,783.0,371616.0,29967.0,371616.0,312762.0,265288.0,265288.0,0.0,72.7745845173512,-3135.0,8831.0,5834.0,8335.0,15723.0,4945.0,1098.0,58854.0,8822.0,18.2112718505124,9751.0,57925.0,10558.0,47367.0,,47367.0,12204.0,9440.0,2764.0,0.0,35163.0,0.0,,,35163.0,633.8693823,11.7178556684676,29191.0,47367.0,10536.0,57903.0,-19286.0,-9426.0,-53949.0,-24868.0,-24971.0,103.0,-1001730.0,1017713.0,2368.0,449.0,-28730.0,25795.0,119.0,17395.0,23989.0,-6594.0,-11584.0,-3554.0,1037.0,2731.0,,3768.0,24868.0,4323.0,0.0,0.538161874260597,108720.0,202021.0,0.756673811138446,152864.0,5.8576556250641,57118.0,9751.0,1.01803119709397,371616.0,365034.0,-71.086655519545,38.0430446507945,10.2569705390915,119.386670709431,0.39899141916797,161720.0,405322.0,1.16329759752002,4323.0,0.0,27.2254154826488,18.2112718505124,67676.0,9.46218677344356,35163.0,9.79450034638627,583164.0,4.47830765997822,785185.0,13.6312515718916,35852.6452593578,263018.0,8.67532480348957,9.46218677344356,0.473284639925623,1.93718821085458,54.948,0.0,24.5723524976746,2.13178866352011,15.1012086263964,0.476871721506915
2020.0,978899.0,761689.0,468723.0,162245.0,,306478.0,,27965.0,421793.0,55978.0,31.0,166654.0,38802.0,7483.0,70030.0,8485.0,18535.0,23319.0,978899.0,391215.0,6339.0,,384871.0,257002.0,13382.0,181020.0,50556.0,3434.0,8610.0,330682.0,71048.0,59899.0,198662.0,1073.0,336953.0,29224.0,336953.0,284295.0,237342.0,237342.0,0.0,72.6807596311652,266.0,7298.0,6067.0,8038.0,13759.0,4965.0,1651.0,52658.0,13736.0,19.7042317474544,12105.0,54289.0,9728.0,44561.0,-4245.0,40316.0,9413.0,7200.0,2213.0,0.0,30903.0,0.0,,,30903.0,633.926751,13.3331692327889,77533.0,40316.0,8940.0,49256.0,33531.0,-5254.0,-143625.0,-23168.0,-23183.0,15.0,-986656.0,1002471.0,2890.0,350.0,-146741.0,70767.0,19.0,78072.0,87310.0,-9238.0,-14471.0,-4584.0,4675.0,3768.0,,8485.0,23168.0,54365.0,0.0,0.386631265082466,127852.0,330682.0,0.503970582009302,166654.0,4.33052457662123,56666.0,12105.0,0.71887447383636,336953.0,468723.0,-67.5977961922858,41.3396936454228,9.76501118311636,118.702501020825,0.763260611172884,298599.0,391215.0,16.1342976616917,54365.0,0.0,27.3192403688348,19.7042317474544,66394.0,9.17130875819476,30903.0,8.74182565406338,648217.0,3.15691404322611,978899.0,20.3176579315368,32906.6819624963,161961.0,7.89923699244661,9.17130875819476,0.3442163083219,2.50220211392712,48.2911,0.0,22.8191908961287,1.80256653715396,14.9907530047896,0.584295923412288
2021.0,875181.0,633674.0,474714.0,167881.0,,306833.0,,32835.0,252620.0,71203.0,971.0,210719.0,37437.0,4159.0,94665.0,5573.0,50452.0,18433.0,875181.0,474483.0,6445.0,,427776.0,198911.0,7851.0,152747.0,30788.0,4518.0,3007.0,201787.0,86999.0,33152.0,80735.0,901.0,245667.0,33273.0,245667.0,213375.0,168262.0,168262.0,0.0,71.810214640143,851.0,6224.0,5024.0,8407.0,12424.0,3983.0,1869.0,32292.0,16026.0,19.6680872888911,16211.0,32107.0,9199.0,22908.0,4304.0,27212.0,-4732.0,,-4732.0,0.0,31944.0,0.0,,,31944.0,676.2068814,14.1231539020257,-512.0,27212.0,5974.0,33186.0,-32008.0,-1690.0,74257.0,-20608.0,-21755.0,1147.0,-432492.0,434074.0,10706.0,141.0,117500.0,-76657.0,13215.0,-53526.0,32765.0,-86291.0,-14294.0,-3921.0,-2912.0,8485.0,,5573.0,20608.0,-21120.0,0.0,0.858737183267505,173282.0,201787.0,1.04426449672179,210719.0,2.67861328727407,39119.0,16211.0,0.517505276861437,245667.0,474714.0,-106.002119451769,49.8803237255324,7.61692478669248,163.499367963994,0.467241186723234,221698.0,474483.0,-8.59700326051118,-21120.0,0.0,28.189785359857,19.6680872888911,48318.0,13.0029674315232,31944.0,5.80922906946008,673394.0,3.64998783108865,875181.0,7.88049091797712,27108.7311480229,343998.0,6.73238029602747,13.0029674315232,0.28070422004134,1.84449390178363,49.564,0.0,40.4164312807683,2.97328411108629,31.1930833229852,0.34944089456869
2022.0,879461.0,626231.0,413733.0,174107.0,,239626.0,,34662.0,330493.0,50568.0,1714.0,222398.0,45923.0,14394.0,78304.0,21714.0,45131.0,16932.0,879461.0,471527.0,6765.0,,464729.0,206952.0,6626.0,160605.0,30832.0,6504.0,2385.0,200982.0,134005.0,9398.0,56683.0,896.0,422323.0,42722.0,422323.0,371383.0,320852.0,320852.0,0.0,76.6098460183319,-8002.0,9724.0,5419.0,9442.0,17117.0,5199.0,1664.0,50940.0,13843.0,15.3396807656699,9123.0,55660.0,10264.0,45396.0,,45396.0,7459.0,544.0,6915.0,0.0,37937.0,1147.0,,,39084.0,676.5994014,14.2658,67491.0,46786.0,8348.0,55134.0,13820.0,-1463.0,-45315.0,-18124.0,-18154.0,30.0,-521980.0,502224.0,5955.0,276.0,-36618.0,-6035.0,39767.0,-6623.0,29916.0,-36539.0,-11019.0,-4297.0,16141.0,5573.0,,21714.0,18124.0,49367.0,0.0,0.8781,176482.2942,200982.0,1.1066,222398.0,5.976,54519.0,9123.0,1.02076218237366,422323.0,413733.0,-84.6677,32.7134,7.2808,124.6619,0.412623243207706,194563.0,471527.0,11.6893941367153,49367.0,0.0,23.3901539816681,15.3396807656699,64783.0,9.25452793241192,39084.0,8.03547346343807,678479.0,4.44408563881741,879461.0,12.3293555552331,33992.52644,275704.0,8.28881485047516,9.25452793241192,0.480206626558767,1.86513391597936,56.0783,0.0,46.9691,3.7792,30.1733,0.3037
2023.0,897002.0,597102.0,428374.0,183210.0,,245164.0,,48915.0,303558.0,31735.0,1698.0,265932.0,48926.0,16898.0,86074.0,56811.0,39299.0,17924.0,897002.0,479094.0,6766.0,,472287.0,180632.0,2008.0,133553.0,33968.0,3370.0,7733.0,237276.0,110722.0,36372.0,89257.0,925.0,528315.0,37032.0,528315.0,463856.0,391508.0,391508.0,0.0,75.6092482704447,-2027.0,15947.0,5691.0,11541.0,23590.0,5511.0,3201.0,64459.0,12418.0,14.5513566716826,12626.0,64251.0,10118.0,54133.0,,54133.0,11116.0,6186.0,4930.0,0.0,43017.0,1188.0,,,44205.0,676.6094014,14.1558,48050.0,55572.0,9613.0,65185.0,-12220.0,-4915.0,-584.0,-28427.0,-28573.0,146.0,-219404.0,278222.0,9634.0,92.0,-59770.0,-7369.0,40.0,-15992.0,4260.0,-20252.0,-13953.0,-5083.0,40097.0,21714.0,,56811.0,28427.0,19623.0,0.0,0.9146,217012.6296,237276.0,1.1208,265932.0,5.2874,66759.0,12626.0,1.23330314164725,528315.0,428374.0,-71.0893,30.6183,10.1014,111.809,0.450481533895227,215823.0,479094.0,3.71426137815508,19623.0,0.0,24.3907517295553,14.5513566716826,76877.0,8.36716731495415,44205.0,10.1192010016279,659726.0,4.92808265756375,897002.0,16.1355542571239,43182.293014,267622.0,9.22679056719558,8.36716731495415,0.588978619891594,1.87228811047519,63.5782,0.0,36.6643,3.2923,22.5841,0.3861
2024.0,959643.0,697018.0,,,,299630.0,,44294.0,301400.0,10051.0,7403.0,262625.0,85100.0,14740.0,68663.0,69248.0,13127.0,,959643.0,515096.0,6766.0,,508330.0,204533.0,,161059.0,,2822.0,,240014.0,129859.0,50731.0,,972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73998.0,55273.0,20146.0,75419.0,7825.0,-9246.0,-38292.0,-34196.0,-34258.0,62.0,-375590.0,,9858.0,59.0,,-27465.0,,14662.0,38592.0,-23930.0,-16873.0,-6089.0,8241.0,61007.0,,69248.0,34196.0,39802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
