year,assets,non current assets,gross block,less: accumulated depreciation,less: impairment of assets,net block,lease adjustment a/c,capital work in progress,long term investments,long term loans & advances,other non current assets,current assets,inventory,accounts receivable,short term investments,cash & bank balances,other current assets,short term loans and advances,liabilities,shareholders funds,share capital,share warrants,reserves,non current liabilities,secured loans,unsecured loans,deferred tax assets/liabilities,other long term liabilities,long term provisions,current liabilities,accounts payable,short term loans,other current liabilities,short term provisions,gross sales,less: excise duty,net sales,operating expenses,raw material,paints & coatings,casting,others,steel,material cost (%),increase/decrease in stock,other manufacturing expenses,employee cost,selling and distribution expenses,power & fuel cost,general and administration expenses,miscellaneous expenses,operating profit,other income,opm (%),interest,pbdt,depreciation and amortization,profit before taxation & exceptional items,exceptional income / expenses,profit before tax_x,provision for taxs,current income tax,deferred tax,other taxes,profit after tax,extra items,minority interest,share of associate,net profit,number of shares(crs),dividend payout ratio(%),cash from operating activity,profit before tax_y,adjustments,ocf before working capital,working capital changes,taxes paid,cash from investing activity,net fixed assets purchased,fixed assets purchased,fixed assets sold,investment purchased,investment sold,interest recieved,dividends recieved,subsidiary investments,cash from financing activity,proceeds from shares,net long term borrowings,proceeds from borrowings,repayment from borrowings,interest paid,dividend paid,net cash flow,opening cash & cash equivalents,effect of fx,closing cash & cash equivalents,net capex (est),free cash flow (est),operational ratios,quick ratio,liquid assets (crs),current liabilities (crs),current ratio,current assets (crs),interest coverage ratio,ebit (crs),interest expenses (crs),fixed asset turnover,net sales (crs),fixed assets (crs),cash conversion cycle,inventory days,days receivable,days payable,debt to equity ratio,total debt (crs),shareholders equity (crs),free cash flow/sales (%),free cash flow(est) (crs),profitability ratios,gross margin (%),op profit margin (%),operating profit (crs),net profit margin (%),net profit (crs),roce (%),capital employed (crs),return on assets (%),total assets (crs),roic (%),op profit after taxes (crs),invested capital (crs),roe (%),net profit margin (%),asset turnover ratio,equity multiplier,adjusted eps,valuation ratios,p/e,price to book,ev/ebitda,dividend yield (%)
2015.0,42567.2,24872.1,26461.7,14202.4,,12259.3,,1882.8,9817.6,1349.3,44.1,17214.1,2685.9,1069.8,2996.4,18.3,253.0,10190.7,42567.2,23704.2,151.0,,23553.2,1023.8,,144.8,481.0,105.4,292.6,17839.2,5418.1,35.4,2007.4,10378.3,49970.6,5163.0,49970.6,43257.7,32867.8,293.7,952.2,30435.2,1186.7,70.1954749392643,-455.9,2961.5,1606.6,1462.8,712.3,157.5,1279.9,6712.9,831.6,15.0978775520006,206.0,7338.5,2470.3,4868.2,,4868.2,1157.0,1199.0,-75.2,0.0,3711.2,0.0,,,3711.2,30.208,20.3438269505254,6320.7,4868.2,1747.5,6615.7,745.7,-1040.7,-4410.0,-3148.7,-3156.9,8.2,-17131.5,15664.4,151.8,54.0,,-1962.1,,-138.9,,-138.9,-209.8,-362.5,-51.4,69.7,,18.3,3148.7,3172.0,0.0,0.817099920135882,14576.408895288,17839.2,0.964959190995112,17214.1,24.6320388349515,5074.2,206.0,1.8884123091109,49970.6,26461.7,-30.9120441189471,14.5374780533105,8.2207356312666,53.6702578035242,0.0217514195796526,515.6,23704.2,6.34773246669041,3172.0,0.0,29.8045250607357,15.0978775520006,7544.5,7.42676693896011,3711.2,20.5200582335814,24728.0,8.71844988629743,42567.2,23.8819382050527,3234.28312723388,13542.8,15.6562971962775,7.42676693896011,1.17392264466538,1.79576615114621,122.8874,0.0,30.1027607386925,4.71297702516854,14.8737026973292,0.675812664729337
2016.0,41940.0,33899.7,15321.8,2811.8,,12510.0,,1006.9,18875.4,1350.0,351.7,7846.0,3132.1,1322.2,1056.8,39.1,235.3,2060.5,41940.0,29884.2,151.0,,29733.2,1016.6,,,194.3,807.5,14.8,11039.2,7407.3,77.4,2360.0,1194.5,57538.1,7516.5,57538.1,48653.7,35483.9,340.3,1042.2,32958.0,1143.4,67.2552621654173,6.9,3671.2,1978.8,1817.0,692.6,222.298,1574.402,8884.4,1461.0,17.9800862385098,81.5,10263.9,2820.2,7443.7,,7443.7,2079.4,2041.4,38.0,0.0,5364.3,0.0,,,5364.3,30.208006,19.7043447517196,8484.5,7443.7,1487.6,8931.3,1463.1,-1909.9,-7227.4,-2632.7,-2645.0,12.3,-12005.0,7333.5,66.1,10.7,,-1236.4,,-277.3,,-277.3,-92.1,-755.2,20.7,17.7,,38.4,2632.7,5851.8,0.0,0.429285662246831,4738.97028267522,11039.2,0.710739908689035,7846.0,92.3337423312883,7525.2,81.5,3.75530942839614,57538.1,15321.8,-37.4537939716494,16.3214438333338,6.71036329483234,60.4856010998155,0.00772649092162414,230.9,29884.2,10.1703045460312,5851.8,0.0,32.7447378345827,17.9800862385098,10345.4,9.32303986402054,5364.3,24.3527675658883,30900.8,12.7904148783977,41940.0,41.0872556312386,4370.16377070543,10636.3,17.9502881121128,9.32303986402054,1.37191463996185,1.40341719035477,177.6258,0.0,20.9378367331773,3.75840142951794,10.8752315038568,0.941087897609637
2017.0,51250.6,42008.2,18659.5,5366.8,,13292.7,,1252.3,26302.2,1223.4,403.8,8776.2,3262.2,1199.2,2178.8,13.8,175.7,1946.5,51250.6,36431.1,151.0,,36280.1,1593.1,,,466.2,1105.0,21.9,13226.4,8367.3,483.6,3127.8,1247.7,68034.8,9231.4,68034.8,57683.1,42629.6,380.6,1155.4,39744.0,1349.6,68.6877891902379,-380.1,4230.4,2331.0,1970.1,517.2,291.6,1611.2,10351.7,2300.1,18.5960714222721,89.4,12562.4,2602.1,9960.3,,9960.3,2610.1,2324.6,274.5,0.0,7350.2,0.0,,,7350.2,30.208006,30.8154887685761,10279.3,9960.3,446.4,10406.7,2194.0,-2321.4,-9177.9,-3372.3,-3388.6,16.3,-17715.5,11861.4,35.6,12.9,,-1129.3,,-153.5,,-153.5,-109.5,-1057.3,-27.9,38.4,,13.0,3372.3,6907.0,0.0,0.419794442329654,5552.36921202894,13226.4,0.663536563237162,8776.2,112.412751677852,10049.7,89.4,3.64612127870522,68034.8,18659.5,-40.5456712602264,15.1031078272259,5.95545659033316,61.6042356777855,0.0132743727200112,483.6,36431.1,10.1521574253176,6907.0,0.0,31.3122108097621,18.5960714222721,12651.8,10.8035887516389,7350.2,26.4297473714108,38024.2,14.3416857558741,51250.6,54.5438605057286,5718.81468630463,10484.8,20.1756191825116,10.8035887516389,1.32749275130438,1.40678156849505,243.3841,0.0,24.7522331984711,4.99391618699408,14.4172101993392,1.24495792042229
2018.0,59370.1,50889.8,21423.9,8064.9,,13359.0,,2125.9,34072.9,1331.0,559.9,7921.4,3160.8,1461.8,1217.3,71.1,179.1,1831.3,59370.1,41757.3,151.0,,41606.3,2170.7,,,558.9,1585.3,26.5,15442.1,10497.0,110.8,3420.2,1414.1,79762.7,2231.7,79762.7,67701.2,44941.3,401.8,1385.8,41667.1,1486.6,68.9231934224895,40.7,4229.0,2833.8,2599.7,671.9,386.2,2005.6,12061.5,2045.5,17.6862117255309,345.7,13761.3,2757.9,11003.4,,11003.4,3281.6,3365.9,-67.9,0.0,7721.8,0.0,,,7721.8,30.208006,31.2880416483203,11785.0,11003.4,1030.8,12034.2,2805.8,-3055.0,-8282.1,-3865.3,-3891.8,26.5,-47068.9,42564.3,67.8,20.0,,-3446.0,,0.0,,,-346.4,-2265.6,56.9,13.0,,69.9,3865.3,7919.7,0.0,0.309385012315351,4777.55429867488,15442.1,0.512974271634039,7921.4,32.8293317905699,11349.1,345.7,3.72307096280322,79762.7,21423.9,-43.2310508733562,13.7118688280667,5.68072286337934,62.6236425648022,0.00265342826284266,110.8,41757.3,9.9290771250221,7919.7,0.0,31.0768065775105,17.6862117255309,14107.0,9.68096616588957,7721.8,25.8356856674558,43928.0,13.0062101967152,59370.1,77.2381403955283,6528.94000763401,8453.0,18.4920959927965,9.68096616588957,1.34348266214812,1.42178972299454,255.6887,0.0,34.6638314481633,6.41006794021644,18.9768788544694,0.902613630594089
2019.0,62931.8,50006.2,26329.3,10921.5,,15407.8,,1600.1,31469.5,1203.2,889.6,12361.6,3325.7,2310.4,5045.5,178.9,171.1,1330.0,62931.8,46141.5,151.0,,45990.5,2640.0,,,564.0,2036.5,39.5,14150.3,9633.0,149.6,3070.4,1297.3,86020.3,,86020.3,75021.0,45023.9,378.3,1482.9,41581.8,1580.9,69.2261012807442,210.8,4973.6,3254.9,3321.8,861.7,567.7,2492.8,10999.3,2561.0,15.7640696440259,75.8,13484.5,3018.9,10465.6,,10465.6,2965.0,3077.1,32.7,0.0,7500.6,0.0,,,7500.6,30.208006,32.2107614543481,6593.2,10465.6,590.0,11055.6,-1319.6,-3142.8,-3538.3,-4700.0,-4870.1,170.1,-52957.5,53986.4,123.7,9.1,,-2947.8,,0.0,,,-73.2,-2416.6,107.1,69.9,,177.0,4700.0,1893.2,0.0,0.642644287187511,9093.60945698944,14150.3,0.873592786018671,12361.6,139.068601583113,10541.4,75.8,3.26709407390246,86020.3,26329.3,-40.9321245217878,13.1269412585288,7.633923967536,61.6929897478526,0.00324220062199972,149.6,46141.5,2.2008758397727,1893.2,0.0,30.7738987192558,15.7640696440259,13560.3,8.71956968297018,7500.6,21.6094216045017,48781.5,11.918616661211,62931.8,35.9040536508812,5719.47984253172,15929.9,16.2556483859432,8.71956968297018,1.36688129053992,1.36388717315215,248.3642,0.0,26.8625671493718,4.36668378791327,14.8563114385375,1.19909468351395
2020.0,62552.1,53526.3,29726.0,14015.7,,15710.3,,1408.3,35248.8,1448.5,308.8,8427.4,3214.9,1974.9,1218.8,21.1,264.2,1733.5,62552.1,48437.0,151.0,,48286.0,2820.3,,,598.4,2170.3,51.6,11294.8,7494.1,106.3,2318.6,1375.8,75610.6,,75610.6,68308.0,34636.60000000001,305.1,983.8,32234.9,1112.8,70.3031056492079,-238.1,4194.7,3383.9,3589.0,697.8,1048.8,2237.2,7302.6,3420.8,14.1824029964053,132.9,10590.5,3525.7,7064.8,,7064.8,1414.2,1429.6,39.4,0.0,5650.6,0.0,,,5650.6,30.208006,32.0673842634656,3405.1,7064.8,341.9,7406.7,-2565.9,-1435.7,-463.9,-3399.0,-3435.9,36.9,-44220.0,46968.7,96.0,90.4,,-3100.0,,0.0,,,-134.2,-2416.6,-158.8,177.0,,18.2,3399.0,6.09999999999991,0.0,0.462589078904163,5224.85112840674,11294.8,0.74613096292099,8427.4,54.1587659894658,7197.7,132.9,2.5435847406311,75610.6,29726.0,-34.1601694121439,14.8874516861668,9.75402817948363,58.8016492777943,0.00219460329913083,106.3,48437.0,0.00806765189007878,6.09999999999991,0.0,29.6968943507921,14.1824029964053,10723.4,7.4732907819803,5650.6,14.0422925124811,51257.3,9.03342973297459,62552.1,20.7777554411544,3020.85708583399,14538.9,11.6658752606479,7.4732907819803,1.20876197601679,1.29141152424799,187.106,0.0,22.9161544792791,2.67337056382517,12.0834110450044,1.39933531572503
2021.0,70160.8,51695.6,31473.9,16516.9,,14957.0,,1489.8,33371.0,1940.9,321.6,18080.5,3050.0,1276.6,8415.7,3036.4,238.2,2063.6,70160.8,51366.8,151.0,,51215.8,2593.9,,,384.7,2164.5,44.7,16200.1,10161.7,488.8,3954.1,1595.5,70332.5,,70332.5,64987.2,33296.89999999999,276.0,728.5,31253.2,1039.2,72.252799203782,273.1,3620.5,3402.9,3346.0,475.2,1355.0,1970.4,5345.3,2946.4,11.7892866029218,100.8,8190.9,3031.5,5159.4,,5159.4,929.7,1166.5,-225.9,0.0,4229.7,0.0,,,4229.7,30.208006,32.129938293496,8838.8,5159.4,354.9,5514.3,4335.2,-1010.7,-7283.9,-2327.9,-2369.9,42.0,-47955.8,42919.5,66.7,13.6,,-1540.8,,0.0,,,-100.6,-1812.5,14.1,18.2,,32.3,2327.9,6510.9,0.0,0.928582460692552,15043.1287214654,16200.1,1.11607335757187,18080.5,52.1845238095238,5260.2,100.8,2.23462932779223,70332.5,31473.9,-39.8822703977563,15.4871812064173,8.03788882387044,63.407340428044,0.00951587406651767,488.8,51366.8,9.25731347527814,6510.9,0.0,27.747200796218,11.7892866029218,8291.7,6.01386272349198,4229.7,9.74820563854805,53960.7,6.02858006180089,70160.8,12.1497268152009,1896.86394929643,15612.4,8.23430698427778,6.01386272349198,1.00244723549332,1.36587834943972,140.0563,0.0,48.9785179245775,4.03304177017062,24.6773098399604,0.656000583111629
2022.0,73191.6,56613.1,32505.3,18788.0,,13717.3,,2929.4,36663.2,2755.5,345.0,16781.2,3533.1,2030.1,4100.1,3036.2,248.9,3832.8,73191.6,54086.0,151.0,,53935.0,2091.9,,,-202.7,2211.3,83.3,17013.7,9761.0,381.9,4899.1,1971.7,88295.6,,88295.6,82594.4,39738.7,304.2,1022.5,36751.9,1660.1,74.7911560711972,-91.9,3539.7,4022.2,4292.2,629.5,1820.5,2253.0,5701.2,1793.5,8.48819193708407,125.9,7368.8,2786.5,4582.3,,4582.3,816.0,1439.2,-614.1,0.0,3766.3,0.0,,,3766.3,30.208006,48.1108859699836,1791.2,4582.3,1195.6,5777.9,-2809.8,-1176.9,-189.0,-3322.7,-3458.7,136.0,-63671.3,66578.7,174.4,51.9,,-1602.5,,0.0,,,-129.1,-1359.4,-0.3,32.3,,32.0,3322.7,-1531.5,0.0,0.779529273315681,13262.677197411,17013.7,0.98633454216308,16781.2,37.3963463065925,4708.2,125.9,2.71634471916887,88295.6,32505.3,-35.3372874806812,13.1271135697873,6.5937668334395,55.058167883908,0.00706097696261509,381.9,54086.0,-1.73451451714468,-1531.5,0.0,25.2088439288028,8.48819193708407,7494.7,4.26555796664839,3766.3,8.38087575363265,56177.9,5.1458090819165,73191.6,17.4572643814763,2395.66039106999,13723.0,6.96353954812706,4.26555796664839,1.20636247875439,1.35324483230411,124.7119,0.0,60.6189144740799,4.2212213881596,30.1085673876206,0.793661291816029
2023.0,82837.6,71578.8,38986.8,21181.9,,17804.9,,2897.0,47756.4,2400.8,378.6,11599.9,4283.8,3295.8,,37.7,248.0,3734.6,82837.6,60382.0,151.0,,60231.0,2356.3,,,-341.1,2609.8,87.6,20099.3,11780.4,1215.8,4984.1,2119.0,117522.9,,117522.9,106515.2,46670.00000000001,394.7,1332.7,43077.8,1864.8,73.3844212489651,-403.7,4915.0,4605.1,5331.8,788.4,2140.0,2491.4,11007.7,2161.3,11.2054756987787,186.6,12982.4,2823.3,10159.1,,10159.1,2109.9,2337.0,-137.6,0.0,8049.2,0.0,,,8049.2,30.208006,33.7673310826782,9228.0,10159.1,921.5,11080.6,378.7,-2231.3,-8018.2,-6247.4,-6346.1,98.7,-66596.8,64605.4,193.8,26.8,,-1208.4,,0.0,,,-185.4,-1812.5,1.4,32.0,,33.4,6247.4,2980.6,0.0,0.364510985999701,7326.41566090379,20099.3,0.577129551775435,11599.9,55.4431939978564,10345.7,186.6,3.01442796023269,117522.9,38986.8,-25.8712469370287,11.7243638685732,7.98817811762134,45.5837889232232,0.0201351396111424,1215.8,60382.0,2.53618656449083,2980.6,0.0,26.6155787510349,11.2054756987787,13169.0,6.84904814295767,8049.2,16.490245990089,62738.3,9.71684355896356,82837.6,51.6974424132424,6484.61699166265,12543.4,13.3304627206783,6.84904814295767,1.4187144485113,1.37189228578053,266.5298,0.0,31.1134064558635,4.14756102812096,19.1066998253474,1.08529842692022
2024.0,110284.8,92522.4,,,,17882.4,,6303.4,64601.5,0.1,2766.0,17762.4,4119.6,4601.3,3912.2,460.0,2656.5,32.7,110284.8,83982.0,157.2,,83824.8,3374.1,,,,3161.6,,22928.7,14582.4,33.1,,1206.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15167.0,17040.4,-595.4,16445.0,2277.7,-3555.7,-10682.8,-6682.9,-6726.9,44.0,-65735.9,61932.7,98.3,65.8,,-4061.9,,0.0,,,-147.2,-2718.7,422.3,33.4,,455.7,6682.9,8484.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
