year,assets,non current assets,gross block,less: accumulated depreciation,less: impairment of assets,net block,lease adjustment a/c,capital work in progress,long term investments,long term loans & advances,other non current assets,current assets,inventory,accounts receivable,short term investments,cash & bank balances,other current assets,short term loans and advances,liabilities,shareholders funds,share capital,share warrants,reserves,non current liabilities,secured loans,unsecured loans,deferred tax assets/liabilities,other long term liabilities,long term provisions,current liabilities,accounts payable,short term loans,other current liabilities,short term provisions,gross sales,less: excise duty,net sales,operating expenses,raw material,tea,coffee,aroma chemicals,crude oil,others,material cost (%),increase/decrease in stock,other manufacturing expenses,employee cost,selling and distribution expenses,power & fuel cost,general and administration expenses,miscellaneous expenses,operating profit,other income,opm (%),interest,pbdt,depreciation and amortization,profit before taxation & exceptional items,exceptional income / expenses,profit before tax_x,provision for taxs,current income tax,deferred tax,other taxes,profit after tax,extra items,minority interest,share of associate,net profit,number of shares(crs),dividend payout ratio(%),cash from operating activity,profit before tax_y,adjustments,ocf before working capital,working capital changes,taxes paid,cash from investing activity,net fixed assets purchased,fixed assets purchased,fixed assets sold,investment purchased,investment sold,interest recieved,dividends recieved,subsidiary investments,cash from financing activity,proceeds from shares,net long term borrowings,proceeds from borrowings,repayment from borrowings,interest paid,dividend paid,net cash flow,opening cash & cash equivalents,effect of fx,closing cash & cash equivalents,net capex (est),free cash flow (est),operational ratios,quick ratio,liquid assets (crs),current liabilities (crs),current ratio,current assets (crs),interest coverage ratio,ebit (crs),interest expenses (crs),fixed asset turnover,net sales (crs),fixed assets (crs),cash conversion cycle,inventory days,days receivable,days payable,debt to equity ratio,total debt (crs),shareholders equity (crs),free cash flow/sales (%),free cash flow(est) (crs),profitability ratios,gross margin (%),op profit margin (%),operating profit (crs),net profit margin (%),net profit (crs),roce (%),capital employed (crs),return on assets (%),total assets (crs),roic (%),op profit after taxes (crs),invested capital (crs),roe (%),net profit margin (%),asset turnover ratio,equity multiplier,adjusted eps,valuation ratios,p/e,price to book,ev/ebitda,dividend yield (%)
2015.0,13438.1,4370.51,4721.36,2263.83,,2457.53,,479.01,654.11,583.46,0.44,9263.55,2602.68,782.94,2623.82,2537.56,251.47,465.08,13438.1,3724.78,216.35,,3465.63,930.5,,,-195.96,170.11,956.35,8782.82,5288.9,,908.05,2585.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271.9,5523.12,-258.2,5259.76,-215.57,-1772.29,279.9,-494.75,-526.54,31.79,-19970.71,19830.69,224.98,118.23,-40.0,-3450.44,2.18,0.0,,,-16.82,-2912.3,101.36,620.61,,721.97,494.75,2777.15,0.0,0.758397644492316,6660.87,8782.82,1.0547352672604,9263.55,368.860879904875,5539.94,16.82,6.52473439856313,30805.62,4721.36,-93.9491594641715,29.8401697785917,8.92029889271377,132.709628135477,0.0,0.0,3724.78,9.01507582058079,2777.15,0.0,57.1760931933848,18.9141786466236,5826.63,14.0080284052066,4315.26,119.003368218453,4655.28,32.1121289468005,13438.1,388.241708888732,3417.10940078417,880.15,115.852748350238,14.0080284052066,2.29240889709111,3.60775669972455,19.9457,0.0,43.763818767955,51.3001934094113,31.9763491074601,1.71840989804101
2016.0,13752.0,4368.0,3218.0,304.0,,2914.0,,386.0,319.0,549.0,32.0,9530.0,2528.0,1064.0,2461.0,2759.0,427.0,291.0,13752.0,6279.0,216.0,,6020.0,821.0,,,-168.0,202.0,787.0,6652.0,5498.0,,864.0,290.0,31061.0,2430.0,31061.0,25315.0,8903.33,1597.31,972.0,4786.71,1547.31,0.0,41.640642606484,87.0,3709.0,1573.0,5074.0,271.0,539.0,1215.0,5746.0,567.0,20.3245227133705,15.0,6298.0,321.0,5977.0,-31.0,5946.0,1809.0,1877.0,-7.0,0.0,4137.0,0.0,,,4137.0,216.3936971,83.5386993024519,3974.0,5977.0,-186.0,5783.0,-113.0,-1696.0,-51.0,-675.0,-757.0,82.0,-21547.0,21564.0,324.0,166.0,161.0,-4008.0,,0.0,,,,-3342.0,-85.0,720.0,,635.0,675.0,3299.0,0.0,1.05261575466025,7001.99999999998,6652.0,1.43265183403488,9530.0,397.4,5992.0,15.0,9.65226848974518,31061.0,3218.0,-103.212962010357,27.9582305694067,10.0643919261891,141.235584505953,0.0,0.0,6279.0,10.6210360258845,3299.0,0.0,58.359357393516,20.3245227133705,6313.0,13.3189530279128,4137.0,84.3943661971831,7100.0,30.0828970331588,13752.0,109.374328387537,3774.50807265389,3451.0,65.8862876254181,13.3189530279128,2.25865328679465,2.19015766841854,19.1528,0.0,45.3980619021762,30.1173829377806,29.3130049105021,1.84013801035078
2017.0,14591.0,5386.0,4712.0,688.0,,4024.0,,203.0,260.0,733.0,6.0,9293.0,2362.0,928.0,3519.0,1671.0,537.0,276.0,14591.0,6490.0,216.0,,6244.0,899.0,,,-160.0,278.0,781.0,7202.0,6006.0,,809.0,387.0,31890.0,2597.0,31890.0,25843.0,8999.0,0.0,0.0,0.0,0.0,8999.0,41.7717152712449,156.0,3451.0,1620.0,4927.0,257.0,901.0,1366.0,6047.0,526.0,20.6114769520226,22.0,6551.0,396.0,6155.0,241.0,6396.0,1906.0,1930.0,41.0,0.0,4490.0,0.0,,,4490.0,216.4349639,81.7818829075865,4953.0,6155.0,64.0,6198.0,538.0,-1783.0,-752.0,-1367.0,-1372.0,5.0,-27786.0,28037.0,266.0,178.0,,-4264.0,,0.0,,,,-3561.0,-63.0,635.0,,572.0,1367.0,3586.0,0.0,0.962371563454596,6931.0,7202.0,1.29033601777284,9293.0,291.727272727273,6177.0,22.0,6.76782682512733,31890.0,4712.0,-113.214780265534,25.8771421115203,10.5413634123003,149.633285789355,0.0,0.0,6490.0,11.2449043587331,3586.0,0.0,58.2282847287551,20.6114769520226,6573.0,14.079648792725,4490.0,83.5972391392611,7389.0,30.7723939414708,14591.0,85.2570184433184,3967.00906816761,4653.0,69.1833590138675,14.079648792725,2.18559385922829,2.2482280431433,20.787,0.0,43.7653341030452,30.4188854489164,29.6417161113647,1.86864523220665
2018.0,16894.0,6010.0,5267.0,1125.0,,4142.0,,430.0,256.0,921.0,6.0,11123.0,2359.0,1147.0,2855.0,3373.0,1191.0,198.0,16894.0,7075.0,216.0,,6829.0,1183.0,,,-255.0,282.0,1156.0,8636.0,7013.0,,972.0,651.0,34525.0,693.0,34525.0,27249.0,10047.0,0.0,0.0,0.0,0.0,10047.0,39.9362780593773,-71.0,3603.0,1745.0,5597.0,259.0,863.0,1394.0,7276.0,569.0,22.7226647356988,20.0,7825.0,478.0,7347.0,-62.0,7285.0,2048.0,2290.0,-100.0,0.0,5237.0,0.0,,,5237.0,216.4528777,82.4898743679213,5913.0,7285.0,-48.0,7237.0,864.0,-2188.0,-1261.0,-843.0,-853.0,10.0,-2994.0,1983.0,229.0,190.0,,-4651.0,,0.0,,,,-3896.0,1.0,572.0,,573.0,843.0,5070.0,0.0,1.01482167670218,8764.00000000003,8636.0,1.28798054654933,11123.0,365.25,7367.0,20.0,6.55496487564078,34525.0,5267.0,-136.349504007525,21.4671110003737,9.43534321664383,167.251958224543,0.0,0.0,7075.0,14.6850108616944,5070.0,0.0,60.0637219406227,22.7226647356988,7845.0,15.1687183200579,5237.0,89.2104625817389,8258.0,30.9991713034213,16894.0,132.364793268348,4886.9081674674,3692.0,74.0212014134276,15.1687183200579,2.04362495560554,2.3878445229682,24.2454,0.0,55.0991115840531,40.958750887154,36.351994901211,1.49711804775807
2019.0,17526.0,6491.0,5959.0,1616.0,,4343.0,,373.0,256.0,1169.0,11.0,11370.0,2422.0,1673.0,2693.0,3688.0,717.0,177.0,17526.0,7659.0,216.0,,7418.0,1514.0,,,-339.0,360.0,1493.0,8353.0,7070.0,,782.0,501.0,38224.0,,38224.0,29587.0,10722.0,0.0,0.0,0.0,0.0,10722.0,40.3987023859355,12.0,3701.0,1747.0,6099.0,269.0,863.0,1466.0,8637.0,664.0,24.3328798660527,28.0,9273.0,524.0,8749.0,-227.0,8522.0,2486.0,2686.0,-92.0,0.0,6036.0,0.0,,,6036.0,216.4704405,78.727634194831,5728.0,8522.0,152.0,8674.0,-261.0,-2685.0,-264.0,-724.0,-728.0,4.0,-74731.0,74758.0,308.0,103.0,,-5462.0,,0.0,,,-3.0,-4546.0,2.0,573.0,,575.0,724.0,5004.0,0.0,1.07123189273315,8948.0,8353.0,1.36118759727044,11370.0,305.357142857143,8777.0,28.0,6.41449907702635,38224.0,5959.0,-132.315263761914,20.0734465226494,11.8400165642902,164.228726848854,0.0,0.0,7659.0,13.0912515696944,5004.0,0.0,59.6012976140645,24.3328798660527,9301.0,15.7911259941398,6036.0,95.6829826665213,9173.0,34.4402601848682,17526.0,141.674350688576,5746.31166392866,4056.0,78.8092440266353,15.7911259941398,2.18098824603446,2.28828828828829,27.9444,0.0,61.1142125076938,48.3212994498297,39.2642511557897,1.28820705000586
2020.0,19341.0,7694.0,7375.0,2319.0,,5056.0,,513.0,252.0,1609.0,3.0,11890.0,2636.0,1046.0,1248.0,5017.0,1073.0,870.0,19341.0,8031.0,216.0,,7799.0,2206.0,,,-261.0,853.0,1614.0,9104.0,7399.0,,1287.0,418.0,38785.0,,38785.0,29185.0,9036.0,0.0,0.0,0.0,0.0,9036.0,39.3373726956298,-121.0,3551.0,1691.0,6146.0,263.0,686.0,1591.0,9600.0,733.0,26.641742941859,106.0,10227.0,938.0,9289.0,-197.0,9092.0,2354.0,2407.0,91.0,0.0,6738.0,0.0,,,6738.0,216.4844187,80.1424755120214,7305.0,9092.0,381.0,9473.0,297.0,-2465.0,1926.0,-713.0,-765.0,52.0,-39053.0,41302.0,359.0,96.0,,-6676.0,,0.0,,,-80.0,-5196.0,2555.0,575.0,,3130.0,713.0,6592.0,0.0,1.0164762741652,9253.99999999998,9104.0,1.30601933216169,11890.0,86.7735849056604,9395.0,106.0,5.25898305084746,38785.0,7375.0,-139.343174645269,20.6465141246729,11.0988279764701,171.088516746412,0.0,0.0,8031.0,16.9962614412788,6592.0,0.0,60.6626273043702,26.641742941859,10333.0,17.3726956297538,6738.0,91.7749340627137,10237.0,34.8379091050101,19341.0,192.138007791055,6419.33084029916,3341.0,83.8998879342548,17.3726956297538,2.00532547438085,2.40829286514755,31.1944,0.0,73.6718770035647,61.9339238927012,47.5547662827833,1.0878315166547
2021.0,68116.0,48490.0,54192.0,3165.0,,51027.0,,623.0,312.0,1901.0,613.0,13623.0,3383.0,1648.0,2683.0,4321.0,1200.0,388.0,68116.0,47434.0,235.0,,47194.0,9841.0,,,5986.0,945.0,2910.0,10841.0,8627.0,,1723.0,491.0,45996.0,,45996.0,34672.0,12667.0,0.0,0.0,0.0,0.0,12667.0,42.1623619445169,-391.0,3577.0,2229.0,6411.0,304.0,642.0,2116.0,11324.0,513.0,25.734846508392,108.0,11729.0,1012.0,10717.0,-227.0,10490.0,2536.0,2617.0,78.0,0.0,7954.0,0.0,,,7954.0,234.9567819,119.656806551875,8957.0,10490.0,890.0,11380.0,-56.0,-2367.0,-1367.0,-3954.0,-4051.0,97.0,-40825.0,43216.0,285.0,102.0,-60.0,-9280.0,,0.0,,,-86.0,-8811.0,-1690.0,3130.0,,1740.0,3954.0,5003.0,0.0,0.944562309750023,10240.0,10841.0,1.25661839313716,13623.0,98.1296296296296,10825.0,108.0,0.848759964570416,45996.0,54192.0,-117.912423035942,21.2922562512115,9.53004458228339,148.734723869437,0.0,0.0,47434.0,10.8770327854596,5003.0,0.0,57.8376380554831,25.734846508392,11837.0,17.292808070267,7954.0,18.9000436490615,57275.0,11.6771389981796,68116.0,15.414857308499,7819.03222116301,50724.0,16.7685626343973,17.292808070267,0.67525985084268,1.4360163595733,33.8468,0.0,71.8177198435303,12.0440658668747,47.8936385908592,1.66611815040316
2022.0,69737.0,48949.0,54799.0,3765.0,,51034.0,,901.0,612.0,1921.0,622.0,14634.0,3890.0,1932.0,3510.0,3618.0,1193.0,491.0,69737.0,48760.0,235.0,,48525.0,10033.0,,,6141.0,1015.0,2877.0,10944.0,8864.0,,1746.0,334.0,51193.0,,51193.0,38690.0,13124.0,0.0,0.0,0.0,0.0,13124.0,43.7149610298283,-19.0,4168.0,2399.0,6519.0,277.0,688.0,2260.0,12503.0,393.0,25.1909440743852,98.0,12798.0,1025.0,11773.0,-34.0,11739.0,2921.0,2896.0,143.0,0.0,8818.0,0.0,,,8818.0,234.9591262,90.6101259480751,8964.0,11739.0,734.0,12473.0,-789.0,-2720.0,-1732.0,-744.0,-919.0,175.0,-51548.0,50755.0,171.0,131.0,-300.0,-7984.0,,0.0,,,-77.0,-7519.0,-752.0,1740.0,,988.0,744.0,8220.0,0.0,0.98172514619883,10744.0,10944.0,1.33717105263158,14634.0,120.785714285714,11871.0,98.0,0.934195879486852,51193.0,54799.0,-106.07936163507,23.313763546625,11.47576976446,140.868894946155,0.0,0.0,48760.0,16.0568827769422,8220.0,0.0,56.2850389701717,25.1909440743852,12896.0,17.2250112320044,8818.0,20.1911792220162,58793.0,12.6446506158854,69737.0,16.3824968900604,8621.94428826987,52629.0,18.084495488105,17.2250112320044,0.734086639803834,1.4302091878589,37.5234,0.0,54.6019283966805,9.87448215750615,37.0550364454094,1.65946750616199
2023.0,71825.0,49451.0,55864.0,4459.0,,51405.0,,1020.0,983.0,1754.0,614.0,16037.0,4031.0,2735.0,2811.0,4422.0,1328.0,710.0,71825.0,50221.0,235.0,,49986.0,9977.0,,,6325.0,1241.0,2411.0,11627.0,9391.0,,1857.0,379.0,59144.0,,59144.0,45512.0,16074.0,0.0,0.0,0.0,0.0,16074.0,47.3234816718518,-53.0,4695.0,2665.0,6760.0,325.0,924.0,2154.0,13632.0,640.0,24.1309346679291,101.0,14171.0,1030.0,13141.0,-62.0,13079.0,3117.0,3214.0,190.0,0.0,9962.0,0.0,,,9962.0,234.9591262,91.9995753865751,9626.0,13079.0,478.0,13557.0,-863.0,-3068.0,-1062.0,-861.0,-1041.0,180.0,-26258.0,25788.0,273.0,118.0,-264.0,-8966.0,,0.0,,,-76.0,-8459.0,-402.0,988.0,,586.0,861.0,8765.0,0.0,1.03259654253032,12006.0,11627.0,1.3792895845876,16037.0,130.49504950495,13242.0,101.0,1.05871401976228,59144.0,55864.0,-82.9968557815034,21.8164908468028,12.8541298803218,117.667476508628,0.0,0.0,50221.0,14.8197619369674,8765.0,0.0,52.6765183281482,24.1309346679291,14272.0,16.8436358717706,9962.0,21.9974085517791,60198.0,13.8698224852071,71825.0,18.1014937746941,9598.67910390703,53027.0,19.8363234503495,16.8436358717706,0.823445875391577,1.43017861054141,42.3915,0.0,60.3599778257434,11.9732034407917,41.8220466647982,1.52418172936004
2024.0,77076.0,50326.0,57400.0,5021.0,,52379.0,,915.0,983.0,1890.0,613.0,20284.0,3812.0,2690.0,4510.0,7216.0,1348.0,708.0,77076.0,50973.0,235.0,,50738.0,13700.0,,,6454.0,1464.0,5782.0,12403.0,10148.0,,1926.0,329.0,60469.0,,60469.0,46279.0,15054.0,0.0,0.0,0.0,0.0,15054.0,43.9729448146984,-8.0,4422.0,2782.0,8297.0,384.0,1136.0,2668.0,14190.0,973.0,25.0756586019283,302.0,14861.0,1097.0,13764.0,-89.0,13675.0,3561.0,3501.0,135.0,0.0,10114.0,0.0,,,10114.0,234.9591262,97.5874976474443,14884.0,13675.0,368.0,14043.0,1136.0,-295.0,-4971.0,-1298.0,-1318.0,20.0,-30278.0,26065.0,417.0,176.0,,-9890.0,,0.0,,,-98.0,-9398.0,23.0,586.0,,609.0,1298.0,13586.0,0.0,1.32806579053455,16472.0,12403.0,1.63541078771265,20284.0,46.2814569536424,14066.0,302.0,1.0534668989547,60469.0,57400.0,-97.4983909766409,20.7507828583026,14.3533083011975,132.602482136141,0.0,0.0,50973.0,22.4677107278109,13586.0,0.0,56.0270551853016,25.0756586019283,15163.0,16.7259256809274,10114.0,21.7494162942805,64673.0,13.1221132388811,77076.0,17.7445467946611,9683.55407678245,54572.0,19.8418770721755,16.7259256809274,0.78453733976854,1.51209463833794,43.0383,0.0,52.7030575092418,10.457276401232,34.6780155642023,1.85164774605974
