year,assets,non current assets,gross block,less: accumulated depreciation,less: impairment of assets,net block,lease adjustment a/c,capital work in progress,long term investments,long term loans & advances,other non current assets,current assets,inventory,accounts receivable,short term investments,cash & bank balances,other current assets,short term loans and advances,liabilities,shareholders funds,share capital,share warrants,reserves,non current liabilities,secured loans,unsecured loans,deferred tax assets/liabilities,other long term liabilities,long term provisions,current liabilities,accounts payable,short term loans,other current liabilities,short term provisions,gross sales,less: excise duty,net sales,operating expenses,raw material,salt,sulphur,wood pulp,pulp & performance chemicals,caustic soda,others,phenol,chemicals,clinker,iron,limestone,cotton,gypsum,steel,man made fibres,aggregates - rmc,minerals,fly ash,naptha,natural gas,sand,propane,material cost (%),increase/decrease in stock,other manufacturing expenses,employee cost,selling and distribution expenses,power & fuel cost,general and administration expenses,miscellaneous expenses,operating profit,other income,opm (%),interest,pbdt,depreciation and amortization,profit before taxation & exceptional items,exceptional income / expenses,profit before tax_x,provision for taxs,current income tax,deferred tax,other taxes,profit after tax,extra items,minority interest,share of associate,net profit,number of shares(crs),dividend payout ratio(%),cash from operating activity,profit before tax_y,adjustments,ocf before working capital,working capital changes,taxes paid,cash from investing activity,net fixed assets purchased,fixed assets purchased,fixed assets sold,investment purchased,investment sold,interest recieved,dividends recieved,subsidiary investments,cash from financing activity,proceeds from shares,net long term borrowings,proceeds from borrowings,repayment from borrowings,interest paid,dividend paid,net cash flow,opening cash & cash equivalents,effect of fx,closing cash & cash equivalents,net capex (est),free cash flow (est),operational ratios,quick ratio,liquid assets (crs),current liabilities (crs),current ratio,current assets (crs),interest coverage ratio,ebit (crs),interest expenses (crs),fixed asset turnover,net sales (crs),fixed assets (crs),cash conversion cycle,inventory days,days receivable,days payable,debt to equity ratio,total debt (crs),shareholders equity (crs),free cash flow/sales (%),free cash flow(est) (crs),profitability ratios,gross margin (%),op profit margin (%),operating profit (crs),net profit margin (%),net profit (crs),roce (%),capital employed (crs),return on assets (%),total assets (crs),roic (%),op profit after taxes (crs),invested capital (crs),roe (%),net profit margin (%),asset turnover ratio,equity multiplier,adjusted eps,valuation ratios,p/e,price to book,ev/ebitda,dividend yield (%)
2015,14365.21,10035.58,7333.68,2146.14,,5187.54,,450.36,4486.14,526.05,0.0,3709.83,1433.15,687.49,864.2,53.19,30.84,640.96,14365.21,11182.92,91.86,,11082.78,1559.66,834.76,21.78,614.51,20.98,67.63,1622.63,484.4,74.2,628.24,435.79,6332.58,566.81,6332.58,5667.61,3622.33,121.41,203.4,229.83,2003.94,171.73,639.3800000000001,156.71,95.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5076161690812,-65.04,299.1,482.25,145.67,1040.62,31.28,130.42,664.97,348.07,15.9972712543703,39.33,973.71,262.55,711.16,-26.24,684.92,155.02,109.66,157.4,0.0,529.9,0.0,,,529.9,9.18522,31.2036279418087,447.64,684.92,25.9,710.82,-133.82,-129.36,27.47,-468.49,-475.12,6.63,-65.39,392.84,21.29,182.66,,-448.22,4.08,-134.15,36.39,-170.54,-64.8,-192.91,26.89,26.3,,53.19,468.49,-20.85,0.0,1.40308018463852,2276.68,1622.63,2.28630679822264,3709.83,18.4146961606916,750.49,39.33,0.86349281670321,6332.58,7333.68,56.6707425465321,69.9756282801813,34.4209560555353,47.7258417891845,0.0997020456195698,1114.96,11182.92,-0.329249689699933,-20.85,0.0,43.4923838309188,15.9972712543703,1013.04,8.36783743750572,529.9,5.88962360840583,12742.58,3.68877308441714,14365.21,4.05816899802565,311.339073176429,7671.91,4.73847617616866,8.36783743750572,0.440827527060168,1.28456700038988,11.4911970587058,0.0,62.7913427117733,2.97755184059621,33.8928767867014,0.496942423698632
2016,17796.37,12956.48,7794.66,831.61,,6963.05,,317.65,5886.91,281.89,1.09,4342.06,1605.37,992.37,1212.71,35.01,102.82,393.78,17796.37,13871.85,93.35,,13760.85,1223.11,621.49,11.84,494.11,23.39,72.28,2701.41,593.22,981.85,775.76,350.58,8969.24,809.16,8969.24,7476.56,4389.67,256.29,207.7,204.83,2269.24,137.76,971.2199999999999,202.34,140.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3175564484839,-6.84,492.13,617.34,217.7,1403.75,46.38,290.68,1492.68,358.45,20.6386494284912,147.4,1703.73,444.89,1258.84,-29.19,1229.65,259.01,222.09,36.92,0.0,970.64,0.0,,,970.64,9.3346106,21.6390680390003,1340.69,1229.65,375.17,1604.82,57.05,-321.18,-701.15,-640.49,-645.04,4.55,-354.21,20.22,51.8,178.99,-3.94,-663.06,5.25,-975.46,,-975.46,-157.68,-177.42,-23.52,42.55,,23.06,640.49,700.2,0.0,1.01305984652459,2736.68999999999,2701.41,1.6073309864108,4342.06,9.34226594301221,1406.24,147.4,1.15069034441528,8969.24,7794.66,43.6016961874422,56.7096764296817,31.3522099730017,44.4601902152412,0.132595868611613,1839.35,13871.85,7.80668150255763,700.2,0.0,50.6824435515161,20.6386494284912,1851.13,10.8218756550165,970.64,9.31595711416261,15094.96,5.45414598595107,17796.37,9.30625024685875,827.086476314398,8887.43,6.99719215533617,10.8218756550165,0.503992668167722,1.28291251707595,20.7129436547135,0.0,36.943695090812,2.58831273187914,20.3461357387109,0.585731578741849
2017,19851.1,14255.89,8154.86,1268.05,,6886.81,,373.04,7424.09,231.13,1.36,4930.95,1732.74,1189.55,1572.33,52.74,109.8,273.79,19851.1,16230.98,93.37,,16116.82,1086.45,376.2,7.48,662.98,32.19,7.6,2533.67,1113.93,60.81,962.18,396.75,10345.65,907.3,10345.65,8190.88,4680.27,0.0,0.0,0.0,0.0,0.0,4680.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7386776084635,95.47,616.14,678.0,263.06,1490.26,61.34,246.66,2154.77,473.93,25.4087466713063,57.62,2571.08,446.14,2124.94,,2124.94,564.94,536.35,36.25,0.0,1560.0,0.0,,,1560.0,46.683711,16.4594767681967,2259.32,2124.94,75.21,2200.15,280.19,-221.02,-844.04,-421.69,-432.46,10.77,-767.38,,119.37,201.8,-0.53,-1403.75,2.64,-211.15,12.2,-223.35,-59.68,-203.73,11.53,23.06,,34.59,421.69,1837.63,0.0,1.26228356494729,3198.21,2533.67,1.94616899596238,4930.95,37.8785144047206,2182.56,57.62,1.26864838881354,10345.65,8154.86,25.0918656938649,54.1373662017515,35.3863120337334,64.43181254162,0.043219201798043,701.49,16230.98,17.7623445602741,1837.63,0.0,53.2613223915365,25.4087466713063,2628.7,15.0788012353018,1560.0,12.6032557948841,17317.43,7.85850658149926,19851.1,13.0585415279815,1254.37085282408,9605.75,9.611249597991,15.0788012353018,0.52116255522364,1.22303767240179,33.2823916363422,0.0,31.4046816737193,3.02224952329368,18.8838547571043,0.524109014675052
2018,53717.53,43746.12,12729.04,1912.48,,10816.56,,718.16,33587.21,395.6,36.6,8133.91,2591.66,2609.32,1959.38,41.88,297.55,634.12,53717.53,44789.83,131.47,,44635.58,2763.7,131.28,721.88,1834.96,44.26,31.32,6164.0,2253.42,1729.32,1446.32,734.94,15785.81,246.24,15785.81,12708.29,7088.15,0.0,0.0,0.0,0.0,0.0,7088.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3105789313314,51.87,1053.15,1142.72,418.27,2289.71,100.56,393.38,3077.52,464.02,22.4349589916514,128.13,3413.41,627.66,2785.75,-272.61,2513.14,744.48,767.1,40.15,0.0,1768.66,0.0,,,1768.66,65.7371435,23.0432730367689,2352.88,2513.14,642.7,3155.84,-279.63,-523.33,-1922.07,-1052.14,-1068.85,16.71,-198.44,65.57,58.06,226.79,-139.92,-451.26,2.27,-547.45,70.63,-618.08,-141.76,-366.04,-20.45,34.59,,26.07,1052.14,1300.74,0.0,0.899132057105775,5542.25,6164.0,1.31958306294614,8133.91,20.6139857956763,2913.88,128.13,1.24014144036,15785.81,12729.04,3.1257762370115,46.4146140785364,40.7739998576749,84.0628376991998,0.0662873692532434,2969.0,44789.83,8.23993193887422,1300.74,0.0,53.6894210686686,22.4349589916514,3541.54,11.2041130610339,1768.66,6.12757875177721,47553.53,3.29251922044815,53717.53,12.7719167967161,1724.12575009749,13499.35,3.9487981981624,11.2041130610339,0.293867011383435,1.19932426624526,26.7988023823824,0.0,39.1772808194485,1.54781839544933,20.3918022950468,0.588179489611991
2019,51794.0,39541.75,13848.88,2616.64,,11232.24,,1456.91,28161.62,423.0,36.57,10373.37,2931.66,3491.59,2965.95,42.47,255.97,685.73,51794.0,41959.19,131.52,,41797.82,3030.96,186.94,868.17,1878.88,67.28,29.69,6803.85,2375.69,1848.48,1701.28,878.4,20550.43,,20550.43,16480.6,9565.36,0.0,0.0,0.0,0.0,0.0,9565.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2324423381895,-126.24,1147.06,1529.0,499.23,3011.71,101.27,485.86,4069.83,569.31,22.5744181508611,199.05,4440.09,760.39,3679.7,-2368.01,1311.69,796.39,983.28,-180.7,0.0,515.3,0.0,,,515.3,65.7598363,89.3304870948962,2555.5,1311.69,2829.54,4141.23,-1073.47,-512.26,-2263.06,-2038.36,-2043.97,5.61,-277.53,121.64,102.98,237.63,-275.06,-298.97,8.58,231.28,618.03,-386.75,-204.95,-404.95,-6.53,26.07,,19.54,2038.36,517.14,0.0,1.09374986221037,7441.71000000003,6803.85,1.52463237725699,10373.37,7.58975131876413,3878.75,199.05,1.48390555770575,20550.43,13848.88,13.7285955592037,46.0466530263392,50.8618884864398,83.1799459535753,0.07890452604066,3310.77,41959.19,2.51644369485213,517.14,0.0,52.7675576618105,22.5744181508611,4639.14,2.50749011091252,515.3,8.62133155812995,44990.15,0.994902884503997,51794.0,7.99937501276003,1300.12002226136,16252.77,1.22809806385681,2.50749011091252,0.396772406070201,1.23438989170191,7.80487946440787,0.0,109.518765712536,1.34596041817019,12.8695258172851,0.815660685154975
2020,49578.94,39864.41,15660.13,3425.78,,12234.35,,2635.67,25771.74,433.93,36.38,8309.37,2657.27,2927.39,1770.4,78.96,310.37,564.98,49578.94,37691.6,131.56,,37507.37,4318.05,165.56,2548.62,1405.16,169.16,29.55,7569.29,2690.33,2205.57,1651.38,1022.01,16081.87,,16081.87,13946.43,7484.71,0.0,0.0,0.0,0.0,0.0,7484.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.1864820446876,-146.38,1240.14,1559.98,474.47,2601.31,83.65,559.23,2135.44,525.61,16.5468941111948,237.88,2423.17,813.51,1609.66,-318.03,1291.63,66.35,235.49,-169.14,0.0,1225.28,62.72,,,1288.0,65.7798938,21.4743193982896,3531.82,1291.63,980.59,2489.01,1261.14,-218.33,-4493.58,-2669.6,-2682.25,12.65,-2891.47,1810.42,37.23,219.21,-934.8,993.24,9.02,1414.17,1838.2,-424.03,-213.04,-459.82,31.48,19.55,,51.03,2669.6,862.22,0.0,0.746714685261101,5652.1,7569.29,1.0977740316463,8309.37,6.42975449806625,1847.54,237.88,1.02693081091919,16081.87,15660.13,11.6518611911917,55.0542551577956,63.2307369698291,106.633130936433,0.135092965010772,5091.87,37691.6,5.36144117568417,862.22,0.0,53.8135179553124,16.5468941111948,2661.05,8.0090188516634,1288.0,4.39789429333498,42009.65,2.59787724384588,49578.94,8.05538398688561,1254.02351323521,15567.52,3.41720701694807,8.0090188516634,0.324368976020867,1.31538432966497,18.5527565365365,0.0,25.5222286048672,0.830836902111723,13.6354905018696,0.841396718552798
2021,54699.83,44327.66,14957.82,3991.32,,10966.5,,3741.05,30627.71,375.61,58.35,7316.02,2178.99,1312.03,3012.02,132.69,136.4,543.89,54699.83,42947.86,131.61,,42759.53,5027.94,102.91,2986.55,1733.94,126.6,77.94,6382.03,2652.1,921.65,2023.46,784.82,12386.36,,12386.36,10822.04,5215.57,0.0,0.0,0.0,0.0,0.0,5215.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.7740902089072,273.86,916.58,1391.29,418.2,2075.99,87.01,387.09,1564.32,513.68,16.7765186866844,235.95,1842.05,828.17,1013.88,-80.99,932.89,122.44,126.64,-4.2,0.0,810.45,94.55,,,905.0,65.8044844,73.0760688506385,2402.34,932.89,708.01,1640.9,939.99,-178.55,-2216.17,-1183.0,-1193.24,10.24,-1033.19,-897.52,32.69,228.83,-60.9,-1508.73,12.6,366.9,515.29,-148.39,-329.16,-262.21,-1322.56,1391.78,,69.22,1183.0,1219.34,0.0,0.804921004758674,5137.03,6382.03,1.14634685202044,7316.02,4.95376139012503,1249.83,235.95,0.828085910914826,12386.36,14957.82,-24.1264554495921,63.0310921531198,55.2524621703091,142.410009773021,0.0969417335345696,4163.44,42947.86,9.84421573408168,1219.34,0.0,55.2259097910928,16.7765186866844,2078.0,7.30642416335388,905.0,2.58668647993079,48317.8,1.65448411814077,54699.83,4.10820020784971,639.531742756381,15567.2,2.10720627290859,7.30642416335388,0.226442385652752,1.27363342434291,12.2669104696485,0.0,117.904497438271,2.22785965819514,47.9240570259865,0.619792025342607
2022,62636.22,49287.05,19682.97,4825.27,,14857.7,,1612.4,33941.79,504.96,81.19,11507.79,3940.84,1690.42,4748.98,225.33,199.01,703.21,62636.22,48615.79,131.66,,48413.3,5061.14,48.82,2985.67,1841.38,130.4,54.87,8959.29,4650.73,202.62,3362.64,743.3,20856.84,,20856.84,17651.11,9794.47,0.0,0.0,0.0,0.0,0.0,9794.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1112440810784,-538.59,1466.69,1774.29,1031.46,3434.26,100.35,435.28,3205.73,905.74,19.7128136381158,247.24,3864.23,913.96,2950.27,-69.11,2881.16,185.71,434.5,71.82,0.0,2695.45,355.82,,,3051.27,65.8295426,24.422648587394,2656.24,2881.16,412.06,3293.22,13.17,-650.15,-3485.71,-2531.6,-2538.15,6.55,-1391.3,,-88.93,643.02,-98.72,-776.6,8.95,867.24,1000.0,-132.76,-267.67,-591.51,-1606.07,1658.76,,52.69,2531.6,124.64,0.0,0.84459259606509,7566.95,8959.29,1.28445334395918,11507.79,12.6532923475166,3197.51,247.24,1.05963886547609,20856.84,19682.97,-35.0668982375523,51.1950883161578,25.1168239828309,111.378810536541,0.0885344041514084,4304.17,48615.79,0.597597718542214,124.64,0.0,54.8887559189216,19.7128136381158,4111.47,14.6295891419793,3051.27,5.95695394650924,53676.93,4.87141465433259,62636.22,11.3595309267562,2144.05012095823,18874.46,6.276294183433,14.6295891419793,0.332983695376254,1.28839251609405,40.7826180439263,0.0,40.6576042358642,2.25750505304773,27.6468835963779,0.600690794413576
2023,62177.11,49922.75,22047.87,5828.24,,16219.63,,2727.18,30841.15,1396.46,74.62,10719.56,4492.78,1597.26,3055.63,474.37,251.56,847.96,62177.11,46954.93,131.68,,46726.01,5964.32,,4273.23,1534.8,92.06,64.23,9257.86,4711.2,212.73,3397.13,936.8,26839.71,,26839.71,23659.82,12695.07,0.0,0.0,0.0,0.0,0.0,12695.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0608024453319,-261.91,2070.51,2023.49,1255.36,4745.01,116.54,549.53,3179.89,1018.34,15.6418605119057,367.67,3830.56,1097.29,2733.27,-88.03,2645.24,521.51,435.27,87.8,0.0,2123.73,0.0,,,2123.73,65.8432126,31.0021,2318.83,2645.24,623.34,3268.58,-542.64,-407.11,-2190.23,-4011.34,-4022.47,11.13,-285.25,1911.96,40.83,668.67,-444.48,-164.81,7.71,943.92,2000.0,-1056.08,-345.94,-657.42,-36.21,52.69,,16.48,4011.34,-1692.51,0.0,0.6726,6226.836636,9257.86,1.1579,10719.56,8.1946,3100.94,367.67,1.21733800135795,26839.71,22047.87,-21.6616,55.8781,21.783,99.3227,0.111899432072415,5254.23,46954.93,-6.30599212882702,-1692.51,0.0,51.9391975546681,15.6418605119057,4198.23,7.91264138099853,2123.73,5.85975802756086,52919.25,3.41561388105687,62177.11,8.35641693938055,1672.01541,20008.76,4.52291165166256,7.91264138099853,0.431665447300462,1.32418704489603,32.1275,0.0,50.6109,2.2938,26.7407,0.6126
2024,74137.75,59240.29,24028.14,6922.97,,17105.17,,6521.66,36291.78,912.55,96.93,12600.37,5215.04,1974.31,2920.39,309.59,347.38,1833.66,74137.75,52114.59,132.79,,51861.77,10012.89,,7392.24,2297.09,249.5,74.06,12010.27,5482.63,792.01,4323.4,1412.23,25847.33,,25847.33,23531.59,12185.45,0.0,0.0,0.0,0.0,0.0,12185.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3354249742623,-83.81,1878.41,2145.01,1217.6,4015.64,121.54,626.08,2315.74,1256.9,13.8220852985589,440.42,3132.22,1215.06,1917.16,-715.6,1201.56,256.17,136.73,181.48,0.0,945.39,0.0,,,945.39,68.0550136,70.2301,1777.59,1201.56,1229.87,2431.43,-596.53,-57.31,-5586.25,-5498.89,-5525.95,27.06,-125.0,574.94,102.6,655.6,-1148.42,3840.35,985.82,3623.03,4392.05,-769.02,-605.89,-657.66,31.69,16.48,,48.17,5498.89,-3721.3,0.0,0.6149,7385.115023,12010.27,1.0491,12600.37,3.7282,2357.58,440.42,1.07571081240579,25847.33,24028.14,-11.303,65.7955,24.2066,101.3051,0.181387016572518,9452.91,52114.59,-14.3972317450197,-3721.3,0.0,47.6645750257377,13.8220852985589,3572.64,3.65759248634192,945.39,3.79474589988198,62127.48,1.27518032311474,74137.75,3.60776322445965,866.01722536,24004.27,1.81406013172127,3.65759248634192,0.348639255979579,1.42259106327038,14.2389,0.0,160.7217,2.9223,45.0894,0.437
